,msno,city,age,gender,registered_via,registration_init_time
2668352,AD7DUxdrhe3Jtwq1B8lR2kAdECEqDd1/GOaI1l9l9RY=,1,,,7.0,2013-11-26
2668902,jscYC354H/jUMn7P/oSzLQbnCUfhSZwDHp7cXP5+v2Y=,1,,,7.0,2013-09-03
2669025,+ISRQWVVfmi/nuSzwOvAyzXrT47DFvmXtvEzBu+kf/c=,6,35.0,male,7.0,2013-09-23
2669344,BVnVkwaTIhhHjOh3sLDYXtjyn1zkjR9JK+XoXXBGBEA=,1,,,7.0,2016-07-24
2669463,oWQteoYxBVfg5lV9xg+SndcqloV+tFrUjpPT+A8bnek=,9,,male,7.0,2016-07-29
2669732,yvP+u0r603U5SB7Y20GQRNp50oXgEvqT8QNVdd5Bnm0=,1,,,7.0,2016-08-08
2669923,4rCDvpEeELSud3t/GepEayq67vJenQxPo8d39pWnPKM=,1,,,7.0,2016-08-16
2670345,rHPx7reOcRmaK+yRHSfWZjk5Ntbn6bCf99eKRV+pyeU=,1,,,7.0,2015-10-15
2671427,EhgkF+OoCat5IH4HNS4k8xaKBBv9HaedktQhnXWlegQ=,15,22.0,male,3.0,2013-03-10
2671661,BXL25Av8CtzU0rBwXmr0AzNETcxGoIHI2BXyqSdh8AI=,1,,,9.0,2015-09-30
2671727,P1kLMKX1X/vu0WNBJ/d9BG4Xa8s/d7HVdvr+YhG/+sc=,1,,,7.0,2015-10-03
2671982,qo76VifbSaSd5sohb1nmpWT1DUWDLkJ/FxfmsJ+Rbq8=,1,,,7.0,2015-10-11
2672850,mGVwupsx2JMw2FdNX+oa7Dux/JrWmN24bWd95akSago=,14,26.0,female,3.0,2012-09-26
2672879,7EB5Z17iSZT3jyYZUHS00tQGhKKM9lLVlDQBwAZM3bE=,13,23.0,female,9.0,2012-10-09
2672915,4PdjMhxE0nsx4y8G202PbeE5Zq4Peu0hvYl07yacaIY=,1,,,7.0,2012-10-27
2673209,VbvcRZl4LtDyoTuzpJW29UPJuyAV7ifql1sUNs3BsWY=,13,29.0,male,9.0,2005-02-23
2673270,AEHJlc7S54T4ksXQcDq1PQMnwcTLLEtcClWHInam0fY=,6,24.0,female,9.0,2005-09-20
2673412,qj45BUqE4l6pAYAgYNLsz0YnQ1mIe/YDXFaMRwjzsIk=,1,,,7.0,2015-11-14
2675613,Hz6K4WffleMbOVph8Zx5zadaB5+JqnR6ZcAJZZ0alTE=,1,,,7.0,2015-12-06
2675801,egevR3rhVvow2Qtxt4OyOsva8bR7tvGRiUf98zG+BCw=,1,,,7.0,2015-08-11
2675829,r0t6EFc9o8eQZiiLERmjzEVh3W4PH3W5SMQ8NmBUx3c=,6,,,4.0,2015-11-09
2676251,aS7EuW214N8IwUHQGIpoWQ6O2NnBCs02nk4mCFzHWnQ=,14,31.0,female,9.0,2010-12-22
2676491,fWtFckuM39C+b/wubIHaeQ5QSLO61h9TnZw3MMZ7Atc=,14,37.0,female,9.0,2009-10-28
2676615,mjhItXpoDQQ8WEEE1p8xUn/bqAEChXNQn49gL+RhGkw=,15,33.0,male,9.0,2011-01-30
2676780,P5pYfiQn3A/l2A9QYeGmsHNHeHz+1VZycix1NXsyQuc=,4,33.0,female,7.0,2011-05-02
2678308,0NAX7ZSBlIo/ZSEMKu2cMmHOeT74pDC6prmG/iW3Cfo=,22,26.0,female,9.0,2005-10-24
2678312,sgT7F0PbR9/iCyzeSzcl//+E+fK3CeZmM1deeeJ5rZ8=,4,27.0,male,9.0,2005-10-28
2678470,CBr+kMoK1AaZbQVtXAgi0BbC1QjhK8EytJNzef65heU=,13,32.0,male,9.0,2011-04-16
2679351,KezkEkVYbkpOYXcfMfj3g5uUCigOe/IuBuxhvsgnYVs=,15,31.0,male,9.0,2006-03-06
2679800,eunguNvq74Hq0JeVqiK92aoWilQLr2M9HyU+R6b1vMA=,1,,,7.0,2015-08-31
2680708,78ou4oACAkhX0ntmuJCm+ktKwG38BoGXnFFqRQdvE1c=,5,31.0,female,9.0,2009-06-27
2681086,+JdvDOyOpaMfA/grQfDAt8Q4CzkjWmvfcgesjOSNVJE=,1,,,9.0,2014-12-22
2681389,pJXyu3n1A85Atuv+mEepORC1LnGJtHJVPrU2ON6eHVs=,15,25.0,male,7.0,2012-07-16
2681468,wJtS8cmajVIImq14lBYPN0gZ///6ppDbx2ToI1JGD/A=,5,29.0,female,9.0,2012-08-09
2681948,1+IgGhpHy5riXHpoFS2m7tj3Ow2aMYpOrPcQ6u9YEPg=,1,,,7.0,2012-08-20
2683320,wOh6A+RUaVMaBSRkIfimkPEIgy68jDawK9WcNEAawnk=,1,,,7.0,2013-06-13
2684252,4qpsyQcQF1Ds5Y6UJxI5Otd+XOau3kpc2mAzMNFX2wo=,11,26.0,female,4.0,2015-12-23
2684987,Zg7Cac3Cz7ie1xdFltdIB5RjDsGjmCmLuAv9Wtfwajc=,1,,,7.0,2016-04-26
2685579,MTeGPiYC779e7Hl2pl4zqb+BvO+2W4HW1hab6bocPfg=,1,,,7.0,2014-04-01
2686261,TVlFLMdrSEUQfXFst0iQi5br6OgQoRWlWR66RYm6z8Q=,21,18.0,male,7.0,2015-12-14
2686382,J+9xoLpb+IMM1RXtpdx3NbXF7neIVz+MJXvYW3BJZ2Q=,6,18.0,male,3.0,2015-12-18
2686976,+2lOmonsuaOuIVBYe2CmAExGcVYisPVzBPqVzXVFaXs=,13,34.0,male,9.0,2008-09-24
2687637,rm9WzkoKFI483/7Euc1WSz54Wg7hNnHSvX2BBgsw5/M=,1,,,7.0,2016-06-29
2687792,5XH7RGohsClu57Ut9PsOc/7gn340tOBYCI4DcF7zqBM=,1,,,7.0,2016-07-05
2687877,UvMaQNUJ7cCe+ebGZQF+zvwVofQ5yWmoowCROerrl7Y=,1,,,7.0,2015-08-13
2687924,f5vSvNI9ehJaAFv/SM170+2dPbYsaxn310/MXRzeKX4=,1,,,7.0,2015-08-15
2688231,WGq+ci4PKRdU/ZaKRcbphyhclzWj3QhQ4tcLeerw+HA=,1,,,7.0,2013-10-03
2688550,+Jcox5cI8Ik/nDNol7pRFkscrWKCPRubjzVrvT/WwSY=,1,,,4.0,2016-04-25
2689570,ngXSayAnWzYtp/Gpmay79hQ/lVoY53Hj/KNOadFcXIU=,1,,,7.0,2014-02-26
2689730,ZdsqFHqlIyhHtheUAyPN5FHuMhUMZuxKSQFQctzaWNE=,6,33.0,male,9.0,2014-03-10
2690397,0t349HxVvyjESV/aoZoOHhhE0nDGpuu6LVMBEBLs7KM=,5,49.0,male,3.0,2015-06-09
2690675,P+xBJ/Pz3pG73VuKIF7L/lH22KWI2OqReFOu0BiQY9g=,5,22.0,female,3.0,2015-07-04
2690827,yeqlxy2AjnfFF2YSe7qyboeOSgbG63kaPbSVh7sPnDo=,1,,,7.0,2015-07-14
2691306,8R8Y1CgxbZPl7gKh/s5Q1cOlMUCW5iNoqXw6mwgyRpM=,1,,,7.0,2012-01-20
2691405,norHSoVeC0FpVwuW1kW6nzxsMV+I95rFpxOtWu8qdBU=,13,29.0,male,7.0,2012-02-19
2691459,JQa0Mq2SDPnsmY6STen3zNtoGDCbuK0ArZxM7setpyM=,12,31.0,male,3.0,2012-03-07
2691788,dUbsrSTnTlI5A7OhwJ9wyYpqxPcNRkvzV060sloU/64=,1,,,7.0,2016-04-01
2692359,Xn1yLt9QUJ3iZEEbu/gH203kgZUjUrjwi9Opf2anc9U=,22,,,9.0,2014-11-02
2693873,nyQ/dvyHv1qNrJkAzu7OZI+jyv60yFX7HKto2X5/L6c=,1,,,3.0,2013-12-30
2694242,HgTjNQGb3HefBGv96A/2qetDTKqVRcaBgYE4i7c4AnQ=,5,,,4.0,2016-01-25
2694581,wwQdKvtGjKZH8y13JolSFAeFwW5Xd0AFqRNd+L3h/cs=,1,,,7.0,2016-02-05
2695541,+B2gzVLf8PqlWk9CqkAEq9Qlra8XCnjlJ5ZDdHKwxiI=,4,36.0,male,7.0,2014-09-18
2695666,ktx71D/GT9GZR4wKVzlQPCQ76+Mr4l7XxCwG/FKfro0=,1,,,7.0,2014-09-28
2695949,GXv9azH4llA5OEmmdfysUAtqT4eZYhF30vqatqyjS64=,15,30.0,female,9.0,2008-11-05
2696429,MijVZGZSDB+65eOM7taUPxGOkZWySb2PwRan0hOSbOM=,1,,,7.0,2013-07-20
2696687,zmDhYEowAH35gNbhHx9qHVzdSxWjZrUGxV0WeCmUmfw=,1,,,9.0,2013-09-01
2696735,1Ht9GnAOsuVPeE/l8EAD3q70ioILfYZcFk5/urAe/i0=,3,25.0,male,7.0,2013-09-08
2697061,DLSf3DK3cW830rMTFHYeEWgtiyJecQKdq4Tz0KX9fcs=,1,,,4.0,2016-10-19
2697291,HVBIgN7unvKOX6Rd+Bxfr9AHIzQdSBUeKRv+sFECN0M=,1,,,7.0,2016-10-29
2697376,0MkDun96nAIjCscKSAY3mgz3quBoFEjXryvDvT3yH38=,1,,,4.0,2016-11-02
2697458,cZRUjpl4ASodAW0cnKfryvwCWc6ErzNIyaZPDyGAfCw=,18,29.0,female,9.0,2009-04-29
2697550,8ONbyytdwCMt7KhU9i7oMebPvpN+svG9J2VvW17wF/8=,5,29.0,male,9.0,2009-08-25
2697793,XiMN7y3YtSExb9T6Ez5dLV2IhQpHHD6NnF5mdew693w=,13,,,9.0,2012-12-21
2697858,sAphrSARGWU7PMfhD01U0ya6ue1AQBT9fppU7FlOeF8=,13,28.0,male,3.0,2012-12-29
2698852,/lAhDmleA6vxgSDAecom4L1QoVa/ImXO9UWH7/1ArSw=,1,,,7.0,2015-12-13
2699036,Jeh8gS4Dsbf1kCJ/l+8bGbnOOO9fGc6rpRcbh7L1LFI=,5,26.0,female,7.0,2016-01-28
2700973,xKQhckxYfI5AMFSdzbP99SkbbKp5ZHmD00Yxz5Nfkbs=,1,,,9.0,2016-06-18
2701601,vLTX8wf4koWlNjIwd/7YCVGbuZqANOTiSTNPxzWSd90=,1,,,7.0,2016-02-25
2701905,mctIhUFI3aOk3rpYckcI+0inAS+un6ecFBUbsm14Qvg=,1,,,7.0,2016-03-06
2702118,vBu2B24CLcat6tv91wpzOi9n0F5Fm1l59oVkkKczmUI=,9,30.0,female,9.0,2004-09-04
2702455,cb3z8ArmB1s6rfFb4vpoMEH1Ct1cr78Y6OuOsd0SOkg=,22,37.0,male,4.0,2016-04-04
2703326,Tkp+Hwx0CB9ixrtvLzr/tT0ecIOqdoPHGLhf8SGzKx4=,1,,,9.0,2015-12-11
2704801,bkYAhdmZBpyGQw7mZSQQ5NwbULFpeeGhDlzDx5b1JLc=,1,,,4.0,2016-02-15
2705271,a7/RG6vhyPO7fxg46XFfmw8szezG6XLgB+Ef3jdTkoc=,1,,,7.0,2016-03-03
2706094,49Kk52vAGzSECKwQ5zMzzzXDWMLpq91+1SlxAHe2XdQ=,1,39.0,male,3.0,2015-07-10
2706345,LrZSUP+d3Kt613npm84TMajnj9p2Cp3QacNgJjHvXWo=,1,,,7.0,2015-07-25
2706422,VTLSG9tUgIqJNNra5YaxnO+465jUvbxV7c/5XKX6/+o=,1,,,7.0,2015-07-31
2706516,BgEk5UJcLfmuMUXMGV5JBzsDw3eXgfnG9yuNFiBXWuU=,1,,,7.0,2015-08-06
2707512,x/OCW8HnCXjxWp4PDJIADryboR9alAIC6/6gEKWysJg=,1,,,7.0,2015-11-11
2708153,Tva/XITF6ql49RPY1lwrwveDzJibJVJoZQ2pZYr2JWk=,1,,,7.0,2015-05-24
2708287,B18o9uuCK2ag6lPNajySENFEOLE1BQTbcvHgKLh99ps=,15,31.0,male,3.0,2013-01-13
2708616,gPJ8tOxUOzjgfUD30uLykzjWhJw7u9rQJMI3BdYdlOs=,1,,,7.0,2015-11-18
2708757,gWExgyRhLHfZbm3NTojVPJZJE5g2wP7htwHqE4MIL1c=,1,,,7.0,2015-11-22
2708791,Cw7pmj6vvYiiglRwJJGgws2KI+V3l8PVCt+XhOHZ2VI=,1,,,7.0,2015-11-23
2708944,1zhHcTA3Cyf4+GvCOSsEhxg2icSWy7lKigsGDXTb3Xo=,1,,,7.0,2016-01-08
2709238,X2/hTQE8S6/012cpYZERsbllbFjVXjGBlJvZux3/5sU=,1,,,7.0,2016-01-17
2709843,CbJaJZlH+ERlDDY1iyIREht68PWSxuNDA4Kq1yFK+bc=,22,,female,3.0,2015-04-20
2710561,yBz5/8rxaAhtcX8QQAbpFq/boR5IXyf2y5cn6ZSoWKU=,4,27.0,male,9.0,2007-08-12
2711290,jlASRlBrHqb4UQOVb/Xs5EFS8p+/FiofiLZ4h1fH0IA=,11,26.0,,4.0,2016-05-19
2711957,/Zd0tMS0zgy5tBGZ329UxHx/5JKDCh1SWbwgbI+osis=,5,42.0,male,7.0,2016-01-22
2712096,3W1wilAqzHhVpQvnHRjSRz8H13lNrpmFYySiAqEM08U=,1,,,7.0,2016-01-26
2712099,YDEOl5eNXpEo/Gk9Q+SzoO6xnKWRzcfZndFWb/9rZJg=,1,,,7.0,2016-01-26
2712673,U+xyLDCA+lGKMM5acccCBMHDGI1eqQUeGzjOl7CIX20=,1,,,7.0,2013-12-27
2712716,vbNj1mFC0IPOSSeh+H18uhQbd8qJLJL+NKTVlHi/+wY=,1,,,7.0,2014-01-01
2712940,QHLmOR+/BInqoYeS3wmVlIJsQP0+tXnhiG9H/oKNBiI=,1,,,7.0,2014-01-31
2714209,0nDpJHZVtY5I3oFzi71pqUFHJ4O7YrOV4aDmKAGAbyY=,5,21.0,male,4.0,2016-10-04
2714753,3rGiynnieaf//3tmRWFJwx4mLDO5/55q7BoqSkUtl3U=,1,,,7.0,2016-10-28
2714765,ULX4Fxn/2HTMxoCHCaBh15PEJemZXgH5C4sV1lrKx3c=,1,,,7.0,2016-10-28
2714942,FZcrTUvFNdhQnY1v8BxdKVCFVoPj2nxLFaX8FngFSUo=,1,,,4.0,2015-11-09
2714957,Kz0RrkIyZ9PXg3EIld+E4MlUdOAe5Z0zEDqwh+o5qL0=,10,29.0,male,9.0,2006-07-18
2715207,U18PyMbn+0bJ6XNhFxtopBahDptR1dYyPiC3HYvgynE=,13,35.0,male,9.0,2007-05-29
2715628,TAzT098QHgIjPOoYuO6Ozg6Pb9Q0sYJSA7I2w9SIn0s=,13,43.0,female,9.0,2006-07-13
2715995,/WYIuX3GxPDS/FQwPcn5ANcKJAZPWukKTKGWZyC6MD0=,22,22.0,female,4.0,2016-06-14
2716213,mdO9NoYW8M40NhqjINiT/ejSvoxBeOhgYVoNKVvVOg0=,1,,,7.0,2016-06-23
2716546,2TNKxWN9tFgMeANT9OWffqNkeRyxS9fkVRbvtzr2qR0=,1,,,7.0,2016-07-06
2717150,XQ9ztAdcJyvwxtQZBHMfT8e0IPbwsp9h2UB3GhX6ddQ=,1,,,7.0,2014-02-12
2717993,a+lNTfN+2YvJrvjzpOcKlLTSQK7IHVy2/PV2HkoZ1Oo=,1,,,9.0,2014-09-03
2718063,pApvCyJE7Lq92eQ4JEUMaVZqhi0P5CKigH63i2wFR0o=,1,,,7.0,2014-09-09
2718219,OUkC9mfER7NPNAThxt1pqEgbkK0sS4pDlGdbMQEk6m8=,1,,,7.0,2014-09-24
2719621,HsLfki5L6kZh/Y5iPpbMXHXJPiW3I9TNgTnrC4yxtd8=,1,,,7.0,2016-01-12
2721987,MIL+d0U1YRJfAYywhXPP31zyRPDPNUjORu4qlM/LxYA=,4,24.0,male,9.0,2006-08-02
2722653,03KhOvlmnjtFVVoC+5kv9Fb/VEjXH/zhzd5McW36gGI=,5,,male,3.0,2014-02-04
2722966,8ArKno3i9HICnGAflh3HOUa3d6Hfrxe5R9RbeOPMHgA=,13,20.0,female,3.0,2013-10-20
2723426,yQBiLoUggqxrH/ZUVajAdObim0p+z6pwAcvmila1fOE=,13,,,9.0,2014-11-06
2724604,eUTpC2FP1H6ro0xv4doX8lHsD3AzNbOXtBjQJc6Lwpw=,1,,,7.0,2015-11-14
2724676,JPsJ0cs6SDjtGOWLHbWBuHF8U0jdSCjAJo7vh0zc5IM=,1,,,7.0,2015-11-16
2725504,GGtg74v4swMyDmcrculMW8EGpgUdgqfOryuEzW+OuzI=,4,23.0,male,7.0,2015-12-19
2725767,Np8XI5Ik+UkaGZQ1mI/oaxKNp6/cAAZLilguzpIaQuw=,9,,,9.0,2015-04-24
2725916,t9vzykYBR2GomkKWB1hVXdvCBCUcny4iDuwnBykmey4=,1,,,7.0,2013-03-16
2726036,bH/OsBbTn60B6DIlE3VmafQ6QbCewy7enRTpb2lnqEA=,12,,,9.0,2013-04-10
2726466,BuV8iJm2Q98hUai/Z0I1KDf5B2U82/H1ssKicy8BiKc=,3,26.0,female,7.0,2011-12-19
2726894,KIWdJANJ2XdggbYWcHg8T1qrwYL43mq5pRE+FzN+3Ng=,1,,,9.0,2015-09-17
2727119,mATC3oR4FtlAqxEtMu8klQnm7Dx+a9Lr2C29KFowaMU=,9,,,9.0,2015-04-21
2727347,kiFNyJKtTAjq0Rp9aJr+XeLYpiCgmKkjuFhsS25XscY=,1,,,7.0,2015-11-29
2728090,ul72QVlN7tcqT2Io6J3k0F3sfN+zFH5EoWOplG7Kk6c=,13,25.0,female,3.0,2013-10-18
2728111,UgDCIeI5AGnzRaTTjfb/mlJNEu6QeVX1NzH2f5At+60=,1,,,7.0,2013-10-22
2728249,/WiqvK8JLb0juZJIxC9ZowkUkXeHDPeMF5hRcxxlwFU=,1,,,7.0,2013-11-14
2729066,Loa+cBZPZH3JV8Zvao12gIAIAo6TAbHZz7kUajRoCfs=,1,,,7.0,2013-12-05
2729321,uwbKTJ85n4wIeJdb0cm2cA3IHXkB5pArirGceGk30v4=,1,,,7.0,2014-01-09
2729556,HzohmCpXH8y806DC/3czln6OjAGK1I58f6/5E+B+8XE=,15,25.0,male,9.0,2015-08-14
2729849,AKCBrmJQOFomf/TKbdov6NWsUwIcvaj70cyDsMcnjIY=,1,,,9.0,2014-10-19
2730608,JVHkPT3AqcvFo3zNsNywaHU3mKXUquyqOegAWAKjfxA=,5,26.0,male,4.0,2016-05-22
2731438,tnWWBpPzBmNl4lv1EA95Mi4fso939O8nxIvkbbO3+Ug=,1,,female,7.0,2016-05-20
2731553,dPu4tdOi51+aM2RSofImPRkAFzZgNTA9KpXmVqC864c=,22,16.0,male,9.0,2016-05-25
2731864,Rd87AjPVjErDdywHyUWNgZRmwPZ+1qgKml6uLCCwAQw=,1,,,7.0,2016-06-06
2733928,40AzRa/n+kyHdGFZjuQnRBKJmcS3pOXZ0VpWt/YART0=,5,19.0,male,3.0,2011-12-26
2734588,IMUYngMK4/qLwORYkiPpJCX4U1YHAUbNKQchdBj8Iek=,15,20.0,female,3.0,2016-04-19
2735439,K1/xVcmLmo5bkvLXTSDgezggq5U8aauo79OXPmrGMI0=,1,,,7.0,2010-12-24
2735752,HoFw5ZzsUiVeYwAsU4JuuTX6aLpmSTTzU068ax+5ovM=,1,,,7.0,2016-01-07
2735995,qLi9Z+c+z2Lc0E8hCTV+fDNHaolJDLv00H3gIY6ddYc=,1,,,7.0,2016-01-14
2738328,kMn84+/UmRvLCSONd9crx5Lm4CXM9rK9ROuJnahe53I=,1,,,7.0,2016-10-05
2738453,ukyxnivG7C6BoO6vDqGH6H1PkQgVoExDQiXb/7aDLrA=,4,26.0,male,9.0,2006-03-11
2738967,1RICRc3UiONzhL4AnGwbiduSSBHwNU/6V1wxJ7BlW0Y=,15,23.0,male,9.0,2012-02-19
2739118,L8f7n75vk/Wk0BWK6ABF5lXAEudgQc+8mQEEdiRwoCM=,13,46.0,female,7.0,2012-04-13
2739159,1hHA0bphBv8JyAahCWs1HUYInO/3dtBDxMgllg1jqeE=,1,,,7.0,2012-04-29
2739571,KMCa+gYDrQE0UdINvW/r/jRZ2y3XITP6ZE8G7yqcMTM=,1,,,7.0,2013-01-09
2741645,6tjXXRJZS6VlZZpwjfmKMyqwPXEEd47MohE6FI4E6ZU=,5,33.0,male,9.0,2006-04-04
2741974,lyfFqLA02qj5JXCA38fX8FaCXbfgVqQDKVYXXc8u2Ec=,1,,,7.0,2016-03-31
2742447,2Acxa4c5LGDtSjgy7zYQNtZBEw45qU9ock2oJP3TBuI=,22,21.0,female,3.0,2015-06-25
2743125,L5Jsm5eNAoXtr374pUnIYDpCfwDJjioLzseK/gZpYBU=,13,,,9.0,2012-07-16
2743177,Jwf4XWfvD/WPe7EFEw41+858DxTZbF8UsaS5Q9gxMXo=,13,18.0,female,3.0,2012-08-02
2743220,XQ9HuD6stOqA3Xk41nV8GfwJCCYPjFJ6Nj4WpSqQtVc=,5,20.0,,9.0,2012-08-17
2743659,b95MsPDbgpKia6Uso9jSg89TX8ctBmDLN9fpXOreewU=,1,,,7.0,2016-07-28
2743720,aXBYwCwyYrgy/Ruq4Fr02tjKuaOhQn8efCp77cJ3+BI=,5,,,4.0,2016-07-31
2743823,7uBjqY56t4GM8UDBuC1GJ2yvzXWiZXmAOvqEwZHFbu8=,13,35.0,male,9.0,2009-01-20
2744454,JsHTwd9KYMp2/A/X37FRDAt7wpe808gA+lXisYDVPcs=,1,,,7.0,2015-11-02
2745266,NFclgA10BDLk+uUrpY3s5TLI/PCRoggUTejWJOLDOKU=,1,,,4.0,2015-10-20
2745809,UlPVhvWFkHYoW2N+OpeSu6zHCgai/CHdi+XlYyq08n0=,5,23.0,male,7.0,2011-12-28
2746419,xTeWcStnzg2pyUTilB++uk3rDhFtmuhWAUgXmORtjvA=,13,,,9.0,2014-05-24
2746431,EyNvNxSFOf1Pep3VcAaS1nC6msPvVxe774FjWRVTGv8=,7,25.0,female,7.0,2014-05-25
2747722,qTtp6LATFE9moH/8kIqvZzxWDGN62ax553kTd1CgPI4=,1,,,4.0,2016-07-04
2747761,bUmDGG9CpYcEXsxbrRYmtiLRP38/3IbMMfvm6S7ylCE=,5,17.0,male,9.0,2015-03-24
2748043,LqLA+w4CLapbw9xPmElaQe0BoS1Bu6jP6DVA9sF1Q/Y=,1,,,7.0,2012-01-16
2748209,8LaIwt2g0203IYIJbqSS8jMx81ach0zNS2vat2njSEM=,1,,,7.0,2012-03-03
2748998,C2iqe6ICpeeTYqyzNYsCrNQ98iYUqOBj0ZxWKJSU2Jg=,1,,,7.0,2016-09-19
2749934,j824dGGShJVvSLGPUQANqzcKWzHIGpBJVYq+jNee0eo=,1,,,7.0,2016-11-19
2750258,2PB2uUw7PJXJrM1JnwHQpkJwVQ91B0OFBbppB8jEk7M=,1,,,7.0,2015-11-13
2752668,lM8q7DvlaHJPGzzUGB0LAK0dB4VhsjSWRrUCpWzoETM=,1,,,7.0,2016-06-20
2753070,PY9UBNMJbY9IQx6KsPQUpOPfCSIa+AinkeWqM4MtzGs=,11,21.0,male,4.0,2016-07-04
2753195,wD9OM9sIaHf0sgPjsOUwOLNvxlsRyd8zk8+KFjRVo7w=,6,30.0,male,9.0,2008-01-28
2753288,hg9lewPHCDnR377v7K6glg9DzhgSmOvKVUcazrLfj0s=,14,27.0,female,3.0,2012-10-11
2753394,u40xsY4LF2NUj54PnLqJIFQU3g21ao69+pm4uxGg3C4=,15,27.0,male,3.0,2012-11-15
2753496,ormZ/CN1TjLsp3cFUqIV6gCfKvEj40jCQljMuvE2X6A=,4,29.0,female,9.0,2012-12-12
2754448,KgVM9WHx4La4/WK87ENkuxl9LCLfJ6tIERrlnmU2dVE=,1,,female,9.0,2015-09-13
2754604,z9BFsTZCukHx85vrj/2Pne0vkmzq1uxOADh+fBKeubM=,1,,,7.0,2015-09-23
2755309,4avzi3hzzsBuvVF1QbijbS1AaGQDJ8q1iks+VykzRUQ=,11,,,9.0,2016-04-06
2756012,wJJ7hLbm7N65N92LY3NOL7OqmqnfNUu1qppgZCs7uWI=,11,25.0,male,4.0,2015-11-07
2756092,Xu4D1jLJia42eT7uPcEHnMD8aQtebogNd+0uIV9Opqc=,1,,,7.0,2015-11-08
2756099,tzg7V9KwB7pXJKDRzTTju1UN2KYyHAtLTJedvxQ2HhM=,15,,female,4.0,2015-11-09
2756380,v2uR+RIwRlxHVGeIvC43k5Vn+wqWPKMtFF63wsN+r1s=,13,31.0,male,9.0,2005-10-22
2756449,v4cEocpja6+S4L2GzVWxaLhUSnzQnADckQdefIEQ9AE=,5,37.0,female,9.0,2006-02-02
2756707,gMc577dMtHFGFQfaBcGRfW0eWgqpjCb5CU/44fqN+XE=,1,,,4.0,2016-01-01
2758021,JDNMQGKCmn2VzVla5s2Ze2FWMf3br9vYfyZWgM56/PQ=,1,,,7.0,2016-06-17
2758342,+cLE6d4KhHnPjjOPffArbMjtax9nLPA9GeYBxViqVMY=,1,,,7.0,2016-06-29
2759044,NYeUp/C1BpiB4d31LW8VhwpbBn+cxoQEl46VQnk16Mo=,1,,,7.0,2016-01-04
2759110,Svp+POS7uP4wxR5zZeoHSbjvdy1ERXrn35IwJNWoP1Y=,1,,,7.0,2016-01-06
2760580,fd8qHkXisGiYJizgePOMWsafiycqqQ9821BCor/EW+I=,1,,,7.0,2016-02-12
2761069,bXRihNxtlK0Fr/qLLYv04GeFwSyTflbSkoB9aFcMxZ8=,13,,,9.0,2014-05-14
2761071,rUl0Q4mE8muICYHfRKF2ZgfvdI4An1PkNz6KnsBpWS0=,1,,,7.0,2014-05-14
2761470,Izpj39g1x5s+jx9YTwJ1i7CfHOcrvFlhikxfXKjsPsc=,1,,,9.0,2014-06-19
2761659,PYRAYtATTaeHHuYKYQUtXzEZtVihY1Cm45v3OSNr3r0=,1,19.0,male,3.0,2014-08-07
2762945,fivyvw9bPf8zpQRm44lRgVsKqgD9FMIzCKkbiubL3SY=,22,26.0,female,9.0,2015-05-23
2763393,/YJL0G8DW6YQHfUGvN9NdlHRyWzXLVlMVpaf7dGuE4g=,4,,,4.0,2016-04-28
2763676,RI1Dht10cn9NFe2u5hvCu2TI/feMISvMMllYgEwv3Oc=,13,26.0,male,9.0,2011-03-05
2764006,kK7OX3f7rDQG+CyjzFjAGlLpG6vK+O7YQPNn23d5RAg=,1,,,7.0,2015-09-02
2764448,iIxmWBF9a0ngFVW9H4iTSIOc+++eBxjgC9G+w1Im7XI=,1,,,7.0,2015-09-30
2765211,LzHWlYuEkqe61rlpXXJyPH61p3aHg55A2xDHzE2A5yI=,13,23.0,male,3.0,2013-09-04
2765507,6bB3bmiiiWkQ1CKVPbu8OjuUCFgUmb5rW8n7RIF7kak=,1,,,7.0,2013-12-18
2765509,+qYYXSLX/Pz81v4p1mgl9F41TmPXJwTK53xXZgDlhvY=,1,,,7.0,2013-12-19
2765757,Vphjnjpli6YFrxMfu3jcf60yY6LXdCKndpwEFh9AgtQ=,1,,,7.0,2014-01-21
2765816,VWHf1oO+am5g9rBW+arzAHVbsrhd+RSnr7vmEsLLBmk=,21,,,9.0,2014-01-28
2766583,QdQID62926DIy4WJxX08eCJ6SsGth7QWTyxoeSNTSIs=,1,,,4.0,2015-11-27
2767420,qkZ4xsCO+U08Sj4WEv9eepFmefUcKy2TyunY0818QYA=,1,,,7.0,2012-02-12
2767441,WWaHw6CLe4vvm1f+ylCKbNCDRCPCdxGYmNPF658Oowo=,1,,,7.0,2012-02-18
2767523,9tkb2PdpgTXgLfq8EgG760byCIE2M93m6lco9P0Jb4I=,1,,,7.0,2012-03-14
2768325,X88WMOd5eQJjYN4GI8lDWsCIcHXUko9j+Nf+HT/m1QI=,1,,,7.0,2015-10-31
2772402,NwHtqvfL6x4Al59vy9rZrON8bxd8fiEW+xKL3mbxlhg=,1,,,7.0,2016-10-05
2772548,VQeXIfHswnzD3u+RaxFEsarSXb3hhqEwx2XQzgvNZjk=,18,28.0,female,3.0,2016-10-10
2772620,oU/VhbBmq2VkH0CSxW7/b10IKCX5VzTHbBD7CT3f4fM=,13,34.0,female,3.0,2016-10-14
2772989,z6a8R0M8E7pHudetdzX+RMg21IxOYJ2ZkOAPp4paO5g=,4,22.0,female,4.0,2016-10-29
