,msno,is_churn,city,age,gender,registered_via,registration_init_time,gender_male,gender_nan,gender_female,total_days_since_joined,cost_per_month,on_auto_renew,payment_method_latest,churn_returned_in_past,churn_returned_num_times,churned_full_in_past,churned_full_num_times,churned_any_in_past,churned_any_num_times,total_mins_last_month,total_mins_last_6_months,num_unique_last_month,num_unique_last_6_months,num_songs_started_last_month,num_songs_started_last_6_months,num_songs_listened_last_month,num_songs_listened_last_6_months,num_songs_finished_last_month,num_songs_finished_last_6_months,songs_affinity_nps_last_month,songs_affinity_nps_last_6_months,songs_percent_loved_last_month,songs_percent_loved_last_6_months,songs_percent_disliked_last_month,songs_percent_disliked_last_6_months,active_days_L30_last_month,active_days_L30_last_6_months_avg,is_MAU_last_month,is_WAU_last_month,is_WAU_last_6_months,is_DAU_last_month,is_DAU_last_6_months,avg_min_per_song,last_6_months_avg_monthly_mins,last_month_vs_6_month_avg
2307,a6EH6nyatq2zF8iLFpXmAMaqEBmaQoz/ZGC02qP6CfQ=,1,14.0,28.0,female,9.0,2004-04-27,0,0,1,4663.0,180.0,0.0,36.0,True,1.0,False,0.0,True,1.0,2382.127233333333,2382.127233333333,549.0,549.0,708.0,708.0,585.0,585.0,502.0,502.0,0.6299435028248588,0.6299435028248588,0.8036723163841808,0.8036723163841808,0.1426553672316384,0.1426553672316384,13.0,2.1666666666666665,True,True,False,False,False,3.3645864877589453,397.0212055555555,6.0
2308,DkKi+bAAO1KqSILXyXghWQs8QVyo0h4ooggXkNgPC5s=,0,1.0,,,7.0,2015-12-12,0,1,0,417.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,433.7214166666667,3997.2451499999997,151.0,1306.0,160.0,1474.0,102.0,903.0,100.0,816.0,0.26875,0.2062415196743555,0.63125,0.5936227951153324,0.28125,0.2801899592944369,3.0,11.666666666666666,True,False,False,False,False,2.710758854166667,666.2075249999999,0.6510304978417449
2309,9nNQORhRpMCxt4wNE0fxj26OOvPjqNXIqCUSJu33/gE=,0,14.0,,,9.0,2014-11-28,0,1,0,796.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,2128.1639666666665,25252.535649999998,498.0,5463.0,580.0,6627.0,493.0,6048.0,462.0,5714.0,0.6758620689655173,0.8015693375584729,0.8258620689655173,0.8889391881696092,0.10862068965517241,0.0636788893918817,21.0,26.333333333333332,True,True,True,False,False,3.669248218390804,4208.755941666666,0.5056515502830307
2310,fkq/qrHfiA3NqtxwZRrFc82CnpML5V6lHOOH3u9JLXM=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2311,KgVM9WHx4La4/WK87ENkuxl9LCLfJ6tIERrlnmU2dVE=,0,1.0,,female,9.0,2015-09-13,0,0,1,507.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,3535.011916666667,19512.516649999998,845.0,4868.0,885.0,5098.0,836.0,4576.0,806.0,4409.0,0.8790960451977401,0.7771675166732052,0.9344632768361582,0.8795606120047077,0.04180790960451977,0.06002353864260494,24.0,23.666666666666668,True,True,False,True,False,3.9943637476459513,3252.086108333333,1.086998252478109
2312,faNLg1p4kWPO8azdeZFET6JSClqz3CjErvYkO4uowu0=,0,15.0,29.0,male,9.0,2004-03-28,1,0,0,4693.0,149.0,1.0,39.0,False,0.0,False,0.0,False,0.0,1118.17705,6613.435683333332,288.0,1689.0,327.0,1998.0,271.0,1553.0,261.0,1454.0,0.636085626911315,0.5275275275275275,0.8073394495412844,0.7502502502502503,0.14984709480122324,0.16116116116116116,5.0,9.166666666666666,True,True,False,False,False,3.4195016819571866,1102.2392805555553,1.0144594460799943
2313,UZ/yn62qEPy1aRiNilEgNqUNfHojU/WcjtIubCBFkWY=,1,15.0,26.0,male,7.0,2011-04-04,1,0,0,2130.0,130.82926829268294,0.0,32.0,False,0.0,False,0.0,False,0.0,7140.304800000001,33460.42211666667,1549.0,6327.0,2222.0,9550.0,1583.0,7605.0,1351.0,6743.0,0.3847884788478848,0.5572774869109948,0.6723672367236724,0.7609424083769634,0.19441944194419442,0.13403141361256546,29.0,29.5,True,True,True,True,False,3.2134585058505856,5576.737019444445,1.2803732317130707
2314,K4Kn7tMkguc5vmUTMFBJabOjuQ9bzZ3ZOIIomFSDIg4=,0,1.0,,,7.0,2015-09-23,0,1,0,497.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1215.5278833333334,4940.26845,242.0,1042.0,319.0,1218.0,275.0,1116.0,257.0,1066.0,0.7147335423197492,0.8185550082101807,0.8526645768025078,0.9022988505747126,0.10658307210031348,0.059113300492610835,17.0,12.833333333333334,True,True,False,False,False,3.81043223615465,823.378075,1.4762694322815597
2315,+doy4I68VPPnhgeLUu5le4jC20vW1HdjxUAodDFzuS4=,0,6.0,21.0,male,9.0,2015-08-16,1,0,0,535.0,100.0,1.0,30.0,False,0.0,False,0.0,False,0.0,2621.4409666666666,17941.430383333332,751.0,4738.0,820.0,5231.0,581.0,4033.0,533.0,3705.0,0.375609756097561,0.5043012808258459,0.6670731707317074,0.733320588797553,0.18170731707317073,0.13209711336264576,24.0,25.333333333333332,True,True,False,True,False,3.196879227642276,2990.238397222222,0.8766662113301237
2316,oRz8eG1U2acpHN4R4qtsL6RzUBrikrxESsIQ3PmX+EU=,0,4.0,,male,7.0,2011-02-26,1,0,0,2167.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,357.64601666666664,1890.5648833333332,84.0,518.0,89.0,621.0,78.0,412.0,75.0,297.0,0.7191011235955056,0.23027375201288244,0.8426966292134831,0.5668276972624798,0.10112359550561797,0.1996779388083736,7.0,9.666666666666666,True,True,False,False,False,4.018494569288389,315.0941472222222,1.1350449375831613
2317,vAJInQmVEYNx/U8XxEwgyvih7ww+tsI2D8c4DgLxJWQ=,0,13.0,33.0,male,9.0,2007-08-30,1,0,0,3443.0,149.0,1.0,37.0,False,0.0,False,0.0,False,0.0,4143.627666666667,25761.765466666668,780.0,5308.0,1108.0,7006.0,999.0,6354.0,955.0,6115.0,0.779783393501805,0.7950328290037111,0.878158844765343,0.8880959177847559,0.0740072202166065,0.07093919497573509,30.0,29.666666666666668,True,True,True,True,False,3.7397361612515048,4293.627577777778,0.9650645268147021
2318,yTR0fb7kdf8miJBtEyH9YrqHziidIiXuPQVjwgxkO5A=,1,18.0,20.0,female,9.0,2004-11-19,0,0,1,4457.0,149.0,1.0,37.0,False,0.0,False,0.0,False,0.0,85.73445,4524.660449999999,24.0,1256.0,32.0,1378.0,18.0,1056.0,17.0,981.0,0.09375,0.5043541364296081,0.53125,0.7380261248185777,0.40625,0.1988388969521045,1.0,7.0,True,False,False,False,False,2.6792015625,754.1100749999999,0.1136895697886015
2319,FF2h9Ryo2EUXotWSZRXiVgLuR9YbA89GpqG1fevbH9o=,0,13.0,27.0,male,7.0,2016-04-14,1,0,0,293.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,2802.1933999999997,22825.124433333338,517.0,4069.0,818.0,6359.0,740.0,6071.0,702.0,5885.0,0.7836185819070904,0.896052838496619,0.8789731051344744,0.941342978455732,0.07823960880195599,0.035540179273470675,17.0,19.833333333333332,True,True,False,False,False,3.4256643031784835,3804.1874055555563,0.7366076118930772
2320,F1BQRFGorK8x3YHPD48IpDAsES3NtrHCcmrkbW27isk=,0,1.0,,,7.0,2013-08-15,0,1,0,1266.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1826.0324666666668,3295.88655,354.0,658.0,432.0,830.0,423.0,787.0,421.0,770.0,0.9560185185185185,0.8879518072289156,0.9768518518518519,0.9397590361445783,0.011574074074074073,0.03734939759036145,14.0,5.0,True,True,False,False,False,4.22692700617284,549.314425,3.3242026489048904
2321,NtDEtBHSZvzPxLrBtnjYpw9JmYq07LoacrXELy3bYIg=,1,1.0,,,7.0,2013-08-23,0,1,0,1258.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,4291.237216666667,23385.662716666666,937.0,5438.0,1228.0,6883.0,1080.0,5545.0,1045.0,5233.0,0.745114006514658,0.5897137875926195,0.8656351791530945,0.7841057678337934,0.10830618892508144,0.13990992299869243,29.0,28.5,True,True,True,True,False,3.4944928474484263,3897.6104527777775,1.1009918175913032
2322,9FKtl6s/zz4mbTQ9rB7x/Wgsgos4CKyyarUNE38k1XM=,1,6.0,30.0,female,7.0,2011-05-02,0,0,1,2102.0,149.0,1.0,40.0,True,2.0,False,0.0,True,2.0,1495.8179666666665,4293.6422999999995,214.0,679.0,423.0,1286.0,365.0,1033.0,343.0,945.0,0.7021276595744681,0.5777604976671851,0.8392434988179669,0.7744945567651633,0.08983451536643026,0.14307931570762053,17.0,10.833333333333334,True,True,False,False,False,3.53621268715524,715.60705,2.090278410011006
2323,AnvTPEMGoXQJNssjOTIdUhhKA1dJHW9yrEJYH8aoke8=,1,1.0,,,7.0,2013-03-20,0,1,0,1414.0,0.0,1.0,41.0,True,1.0,False,0.0,True,1.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2324,J0Fjpqw7UBgP/VOituAnJbnWlGDH4UAz+yb41E4GSwY=,1,21.0,24.0,male,9.0,2014-11-15,1,0,0,809.0,149.0,1.0,39.0,False,0.0,False,0.0,False,0.0,356.27428333333336,2497.89875,92.0,703.0,106.0,800.0,82.0,562.0,79.0,509.0,0.5188679245283019,0.365,0.7452830188679245,0.6625,0.19811320754716982,0.18625,4.0,8.0,True,False,False,False,False,3.3610781446540883,416.3164583333333,0.8557775610400543
2325,HUlxhYLwygu8XpQLbod2yfuixOdBE0v2oIQt+hOvnQI=,0,1.0,,,7.0,2015-12-06,0,1,0,423.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2326,L6bYii6nBdV4hjbrTJXTF40+nQmhNYRW1mudxfI9i/o=,0,6.0,20.0,female,3.0,2015-04-02,0,0,1,671.0,149.0,1.0,39.0,False,0.0,False,0.0,False,0.0,5509.5661,26853.595099999995,1276.0,6299.0,2102.0,10257.0,1269.0,6161.0,1127.0,5455.0,0.18030447193149382,0.17227259432582626,0.576593720266413,0.5716096324461344,0.3496669838249286,0.3513697962367164,30.0,24.666666666666668,True,True,False,True,False,2.621106612749762,4475.599183333333,1.2310231265831517
2327,vATR6L18bV4IYY2O8FNl+OHjPn8a8spHrdPfLXA8ffA=,0,5.0,30.0,male,3.0,2014-03-26,1,0,0,1043.0,130.82926829268294,0.0,32.0,False,0.0,False,0.0,False,0.0,1321.25935,7400.947566666667,348.0,2050.0,370.0,2162.0,309.0,1745.0,288.0,1611.0,0.6405405405405405,0.5837187789084182,0.8054054054054054,0.776595744680851,0.11351351351351352,0.1244218316373728,18.0,17.166666666666668,True,True,False,False,False,3.570971216216216,1233.491261111111,1.071154204051538
2328,7yokLYwfK4ZlXKuHdEu8bcoFysm2qGi9UA0svLekI0E=,0,13.0,47.0,female,9.0,2011-09-24,0,0,1,1957.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,1552.6398166666665,6426.324616666667,377.0,1447.0,484.0,2139.0,360.0,1600.0,335.0,1465.0,0.45661157024793386,0.46049555867227676,0.7128099173553719,0.7124824684431977,0.20454545454545456,0.18513323983169705,20.0,18.833333333333332,True,True,False,False,False,3.207933505509642,1071.0541027777779,1.4496371496452856
2329,ZTOSv/1eWB74oLu9jaH4N1PD45nurmht6ORnfDXFr8E=,0,1.0,,,7.0,2015-09-12,0,1,0,508.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,921.6729333333333,9469.03125,262.0,1901.0,358.0,3075.0,221.0,2246.0,195.0,1964.0,0.1871508379888268,0.408780487804878,0.5698324022346368,0.6783739837398374,0.33519553072625696,0.208130081300813,22.0,25.0,True,True,False,True,False,2.5745054003724395,1578.171875,0.5840130266757753
2330,JQt6v8G3z/ScPojOodLwDztf5zNoCt/9hraVMCPZfQc=,1,1.0,,,4.0,2016-12-30,0,1,0,33.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,160.7780833333333,160.7780833333333,51.0,51.0,56.0,56.0,40.0,40.0,39.0,39.0,0.4107142857142857,0.4107142857142857,0.6964285714285714,0.6964285714285714,0.21428571428571427,0.21428571428571427,1.0,0.16666666666666666,True,False,,False,,2.871037202380952,26.79634722222222,6.0
2331,ctWJiISvjV8gRMyzWKyDjeKbx9XaAwTdM6KxcPAIhDM=,0,1.0,,,7.0,2015-11-21,0,1,0,438.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1022.3859833333333,5418.812400000001,244.0,1190.0,305.0,1570.0,257.0,1394.0,241.0,1357.0,0.6557377049180327,0.7617834394904459,0.8131147540983606,0.8738853503184714,0.12131147540983607,0.08980891719745222,16.0,12.666666666666666,True,True,False,False,False,3.3520851912568306,903.1354000000001,1.1320406478733236
2332,PLR1rAOrAO5qyTLEj0gLWd8+DwzddL4RCe9nps8lQAU=,0,15.0,24.0,female,9.0,2014-05-31,0,0,1,977.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,4627.292383333333,15303.938266666668,1663.0,5788.0,1885.0,6417.0,1050.0,3439.0,908.0,2884.0,0.08594164456233422,0.035530621785881254,0.5289124668435013,0.49961040984883903,0.3586206896551724,0.3673055945145707,28.0,28.5,True,True,True,True,False,2.454797020335986,2550.656377777778,1.8141574943798562
2333,uQUT8nRWIOOueUjNep3Y1SLzdwB0tC/i8z1mAWyi10w=,0,5.0,59.0,male,13.0,2016-12-26,1,0,0,37.0,100.0,1.0,30.0,False,0.0,False,0.0,False,0.0,1317.0090999999998,1550.1386833333333,371.0,435.0,411.0,480.0,320.0,376.0,291.0,340.0,0.5182481751824818,0.53125,0.7396593673965937,0.7479166666666667,0.1630170316301703,0.1625,22.0,4.833333333333333,True,True,,True,,3.2044017031630165,258.35644722222224,5.097643639863146
2334,YcxzjOYuqX2wqPP8U2AHjf93lDCGytrP2LLcav2bs8k=,0,9.0,,,3.0,2014-02-23,0,1,0,1074.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2335,mDEgS7K15Da9mC9Q7WzRU2g0FDQuzPJlb2gLbO2gEAs=,1,1.0,,,7.0,2013-09-11,0,1,0,1239.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,0.0,876.5101500000001,0.0,99.0,0.0,263.0,0.0,197.0,0.0,176.0,,0.4714828897338403,,0.7224334600760456,,0.22053231939163498,0.0,3.8333333333333335,False,False,False,False,False,,146.085025,0.0
2336,lvT4GM+yvw74jV5EiV+RE1bvGVgrx2E35RsMCW+m1CI=,1,1.0,,,9.0,2015-08-08,0,1,0,543.0,159.0,0.0,38.0,False,0.0,False,0.0,False,0.0,4988.583333333333,10839.989033333335,354.0,1232.0,1694.0,3894.0,1377.0,2951.0,1290.0,2696.0,0.5962219598583235,0.4768875192604006,0.7833530106257379,0.7190549563430919,0.13400236127508855,0.1751412429378531,15.0,12.166666666666666,True,True,False,False,False,2.944854388036206,1806.664838888889,2.7612112805612274
2337,ItGDD7RexMLAGcOIjVFntnUBKdYMJghqGPlyJucQndg=,0,1.0,,,7.0,2016-08-11,0,1,0,174.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,344.54223333333334,3960.153983333333,99.0,1208.0,150.0,1870.0,79.0,974.0,65.0,789.0,0.013333333333333334,0.0106951871657754,0.4866666666666667,0.4898395721925134,0.3933333333333333,0.4379679144385027,10.0,12.0,True,True,,False,,2.2969482222222224,660.0256638888889,0.5220133885450473
2338,PFNEYDTZYaieF8sBRbv/EqDk1cJZbhpAGI3VkxL1WIU=,1,1.0,,,9.0,2015-08-17,0,1,0,534.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,298.22433333333333,1085.5876999999998,78.0,350.0,87.0,388.0,69.0,250.0,63.0,212.0,0.5402298850574713,0.23711340206185566,0.7471264367816092,0.5927835051546392,0.19540229885057472,0.3324742268041237,3.0,3.1666666666666665,True,False,False,False,False,3.427865900383142,180.9312833333333,1.6482740178430542
2339,tFOH8bBVyaiykXmF1AhLxXwgounu338PcbRsDiI9iBw=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2340,gfQg+7JlBuk5dqhw/06kxZToV3I3d47UT2PF8Dq9FDw=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2341,Ly4kFuIGwoHslQq6Of8vws848PcYpVqGKW72ZFOcShg=,0,5.0,30.0,female,7.0,2011-11-01,0,0,1,1919.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1142.3094333333333,12253.895333333332,235.0,1672.0,445.0,3781.0,252.0,2693.0,199.0,2310.0,0.06292134831460675,0.36762761174292513,0.4966292134831461,0.6553821740280349,0.3550561797752809,0.21131975667812747,27.0,28.333333333333332,True,True,True,True,False,2.5669874906367043,2042.3158888888886,0.559320641604958
2342,ZgM6t+6yfH3tq+VyblleQJOuQ0PVEd1lBSGcs/8ME7w=,0,1.0,,,7.0,2016-02-20,0,1,0,347.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1518.6854833333334,13539.115916666666,486.0,2910.0,627.0,4738.0,336.0,2995.0,233.0,2200.0,0.006379585326953748,0.20198395947657238,0.4704944178628389,0.5698607007176023,0.38118022328548645,0.27923174335162515,21.0,23.333333333333332,True,True,False,False,False,2.422145906432749,2256.519319444444,0.6730212634329381
2343,wv/p65x/rOpw7cOOSFXWmsIL7mXCF3jwRjFx4DHHMvM=,0,4.0,25.0,female,9.0,2007-04-28,0,0,1,3567.0,149.0,1.0,34.0,False,0.0,False,0.0,False,0.0,3550.330466666667,19941.40063333333,995.0,5693.0,1079.0,6578.0,894.0,5033.0,831.0,4635.0,0.6385542168674698,0.5059288537549407,0.8100092678405931,0.7408026755852842,0.14087117701575533,0.20294922468835513,25.0,23.0,True,True,False,True,False,3.2903896818041396,3323.566772222222,1.0682290171931237
2344,b6VByJtGWKfugsqr30D++XsLV9i4oeg+78/v/8qhGjk=,1,3.0,,,4.0,2015-12-25,0,1,0,404.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,5206.981516666667,28261.70496666666,1247.0,6543.0,1282.0,6781.0,1199.0,6451.0,1183.0,6391.0,0.8650546021840874,0.8986875092169296,0.9297971918876755,0.947352897802684,0.06006240249609984,0.041291844860640026,20.0,16.666666666666668,True,True,False,False,False,4.061608047321893,4710.28416111111,1.1054495522067167
2345,7QUl6EmNfeBwxFVs17ETBnY/6+QVeB4dAveLVmipCeM=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2346,y4pQgSYzAHHhDIu1DJem4tTOoaOJRFnQavKF4gbt+io=,1,13.0,24.0,female,9.0,2007-03-09,0,0,1,3617.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,7508.24675,9800.454366666669,1860.0,2354.0,2092.0,2785.0,1933.0,2557.0,1865.0,2471.0,0.8317399617590823,0.8215439856373429,0.9077437858508605,0.903411131059246,0.05975143403441682,0.06499102333931778,23.0,5.0,True,True,False,True,False,3.5890280831739965,1633.4090611111114,4.596672645425748
2347,XWVu1fJaIgCYzUGe1WBX/OIKsNjkuJSId8WEnbaS/pY=,0,22.0,36.0,,9.0,2015-09-08,0,1,0,512.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,1973.1367500000001,11336.342966666667,756.0,3776.0,839.0,4252.0,490.0,2806.0,418.0,2383.0,0.12753277711561384,0.2756349952963311,0.5435041716328963,0.6157102539981185,0.3361144219308701,0.26928504233301975,24.0,26.166666666666668,True,True,True,True,False,2.351772050059595,1889.3904944444446,1.0443244823141657
2348,qVBkuptzP9oO/EqpUXKDf882qLaxcvyEvIl9IPxecBE=,1,,,,,,0,1,0,,0.0,0.0,35.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2349,OebLXPOM+XTsoaHyLIyo+CGPLdl7au1d9Hd5rWQHpmc=,1,,,,,,0,1,0,,129.0,1.0,30.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2350,DKjUhQXzTTFXYfcNkUEMhitloiATD5HtQD8qDoa4iho=,1,1.0,,,7.0,2015-12-29,0,1,0,400.0,149.0,1.0,41.0,False,0.0,False,0.0,False,0.0,1228.4998833333334,14846.620616666665,332.0,3590.0,433.0,4709.0,309.0,3841.0,257.0,3468.0,0.37644341801385683,0.5929071989806753,0.6628175519630485,0.7772350817583351,0.19399538106235567,0.12592907198980674,23.0,26.5,True,True,True,True,False,2.837182178598922,2474.436769444444,0.4964765713569452
2351,iIce8RqpSMVYpLTK8OvyBzzLhRrbWwfzEFOJ/mWffgI=,0,17.0,,,7.0,2015-07-07,0,1,0,575.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,304.83966666666663,1450.8031333333336,84.0,436.0,117.0,586.0,79.0,350.0,68.0,302.0,0.3076923076923077,0.15358361774744028,0.6324786324786325,0.5563139931740614,0.28205128205128205,0.3242320819112628,7.0,7.166666666666667,True,True,False,False,False,2.605467236467236,241.80052222222227,1.260707230344645
2352,/fO+ekJ4JUsW5jljmWzG5gqhusMyBRcFh3uBAnqUco0=,1,22.0,26.0,male,3.0,2012-09-28,1,0,0,1587.0,119.25,0.0,38.0,False,0.0,False,0.0,False,0.0,1849.6800166666665,12004.443033333335,449.0,2813.0,467.0,3052.0,447.0,2894.0,436.0,2813.0,0.8950749464668094,0.8794233289646134,0.9379014989293362,0.9311926605504587,0.02569593147751606,0.03309305373525557,21.0,20.5,True,True,False,False,False,3.9607709136331186,2000.7405055555557,0.9244977104879758
2353,/taAmqeuvxhU7r1NIOLEiXFSZpOa8SLePngME/Dhv9g=,0,15.0,22.0,male,9.0,2008-12-17,1,0,0,2968.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,1399.3488,3423.9312833333333,324.0,853.0,409.0,950.0,337.0,832.0,329.0,802.0,0.6381418092909535,0.7442105263157894,0.8141809290953546,0.868421052631579,0.13202933985330073,0.09789473684210526,8.0,5.666666666666667,True,True,False,False,False,3.4213907090464546,570.6552138888889,2.4521791196189167
2354,J8ix+SOK3TXDlIIhqt6D9szwT52Vu6vbmx6b5HKxgtw=,1,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
2355,JiNYojCwsg6r8UZxtwObOY4jWq8ctXv0rvaHAGBMZ4o=,1,5.0,26.0,female,3.0,2014-11-15,0,0,1,809.0,150.0,0.0,36.0,False,0.0,False,0.0,False,0.0,467.4733166666666,2862.2074166666666,197.0,674.0,285.0,1189.0,105.0,703.0,89.0,623.0,-0.29473684210526313,0.15391084945332212,0.3368421052631579,0.5626576955424727,0.5403508771929825,0.3313708999158957,9.0,9.0,True,True,False,False,False,1.6402572514619882,477.03456944444446,0.9799568974866687
2356,QJ/SO7fMy9FmXThd/cq9feRQgIP5lEFx884JrdcotCo=,0,1.0,,,7.0,2015-07-27,0,1,0,555.0,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,481.0639,2530.654566666666,117.0,725.0,150.0,1072.0,131.0,662.0,121.0,589.0,0.7266666666666667,0.20242537313432835,0.8533333333333334,0.5848880597014925,0.11333333333333333,0.33675373134328357,12.0,8.833333333333334,True,True,False,False,False,3.2070926666666666,421.775761111111,1.140567913937734
2357,5hW0O2LkUpzMQaS+UTOtqDEuyHlcIBij8YBsKwigtbs=,0,1.0,,,7.0,2012-12-11,0,1,0,1513.0,129.0,1.0,41.0,False,0.0,False,0.0,False,0.0,8877.716016666667,24665.252800000002,2442.0,6981.0,3432.0,9367.0,2240.0,6101.0,1998.0,5438.0,0.2747668997668998,0.27255257820006407,0.622086247086247,0.6212234440055514,0.3129370629370629,0.3121597096188748,30.0,27.333333333333332,True,True,True,True,False,2.5867470911033412,4110.875466666667,2.159568220602223
2358,jdMc9K8GXYDMUeq7pigBe+wzImbEnMOhaQ6y4GZ7AXI=,0,5.0,19.0,male,9.0,2011-11-19,1,0,0,1901.0,137.53846153846155,0.0,38.0,False,0.0,False,0.0,False,0.0,289.80730000000005,1962.8839833333334,140.0,829.0,144.0,876.0,71.0,490.0,67.0,438.0,-0.020833333333333332,0.08333333333333333,0.4861111111111111,0.523972602739726,0.4722222222222222,0.3789954337899543,6.0,11.166666666666666,True,True,False,False,False,2.0125506944444447,327.1473305555556,0.8858617293555617
2359,TrJGCe4cLwUEIyAtLgoVV7pklQN91BD2LdvDGIkrtBk=,1,5.0,18.0,female,3.0,2012-03-31,0,0,1,1768.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,562.6312833333334,4950.97635,404.0,2595.0,500.0,3164.0,134.0,1169.0,91.0,889.0,-0.508,-0.30783817951959547,0.224,0.322692793931732,0.682,0.5508849557522124,12.0,15.0,True,True,False,False,False,1.1252625666666667,825.162725,0.6818428247995973
2360,aYtbKHuZy9C42ILZM+scbT1Zpu5pGqmtPW1CTVRuPZ4=,0,22.0,17.0,male,4.0,2015-12-04,1,0,0,425.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,1623.6389000000001,6939.696949999999,590.0,2471.0,707.0,2915.0,389.0,1683.0,337.0,1458.0,0.06789250353606789,0.11869639794168096,0.5176803394625177,0.5413379073756432,0.38755304101838756,0.3725557461406518,24.0,19.333333333333332,True,True,False,True,False,2.296518953323904,1156.616158333333,1.4037836911595978
2361,ckMy0yVkaU001Ia3SDiUUTEI4ioNQ/sAj+/EBkRW9FE=,0,1.0,,female,3.0,2014-09-12,0,0,1,873.0,180.0,1.0,36.0,False,0.0,False,0.0,False,0.0,647.4245,5746.432466666666,206.0,1609.0,208.0,1712.0,155.0,1351.0,144.0,1253.0,0.47596153846153844,0.5467289719626168,0.7307692307692307,0.7575934579439252,0.20673076923076922,0.16063084112149534,11.0,12.5,True,True,False,False,False,3.1126177884615385,957.7387444444444,0.6759928046719584
2362,pFayGVsQerU3LLIyumZap5FDakcIt0m8lBQK0Vad2Qw=,1,1.0,21.0,male,3.0,2015-08-14,1,0,0,537.0,149.0,0.0,38.0,False,0.0,False,0.0,False,0.0,4508.7512166666675,17512.4489,2433.0,9958.0,3170.0,12799.0,1191.0,4581.0,1044.0,4015.0,-0.2640378548895899,-0.3043987811547777,0.3602523659305994,0.33768263145558247,0.6031545741324921,0.6154387061489179,23.0,21.0,True,True,False,True,False,1.4223189957939013,2918.7414833333332,1.544758671644147
2363,WR+NCwchUPF24p0zigJMxt7Iy3z8Xw+Riipt7n3t6Kc=,0,5.0,,,3.0,2013-02-07,0,1,0,1455.0,149.0,1.0,40.0,False,0.0,False,0.0,False,0.0,1841.9972166666666,8634.496583333334,479.0,2076.0,573.0,3078.0,459.0,2191.0,421.0,1868.0,0.5636998254799301,0.3680961663417804,0.7626527050610821,0.6562703053931124,0.12390924956369982,0.20012995451591942,24.0,25.0,True,True,False,True,False,3.214654828388598,1439.0827638888888,1.2799800420713583
2364,8YVzasBOpvshrTAz9kf3W5tcZ19uTDIARkd9tQ+aAxc=,0,,,,,,0,1,0,,99.0,1.0,41.0,False,0.0,False,0.0,False,0.0,,,,,,,,,,,,,,,,,,,False,False,,False,,,,
